"Message ID","Date","Event","Instrument","Action","Transect","Station","Cast","Latitude","Longitude","Seafloor","Author","Comment","Cruise","R2R_Event","dateTimeUTC","GPS_Time","dateTime8601","Revisions"
"12","Fri, 20 Sep 2019 19:46:55 +0000","20190920.1946.001","Bongo","deploy","NaN","NaN","NaN"," 40.976612"," -70.875920","","lMa","","ar38","ar38-SE-20190920.1946.001","20190920.1846","2019/09/20 18:46:50","2019-09-20T18:46:50+0000"," & Sat Sep 21 06:07:43 2019","","plain"
"13","Fri, 20 Sep 2019 19:47:46 +0000","20190920.1947.001","CTD911","deploy","LTER","L3","002"," 40.863401"," -70.882882","","mSantos","","ar38","ar38-SE-20190920.1947.001","20190920.1947","2019/09/20 19:47:50","2019-09-20T19:47:50+0000"," & Fri Sep 20 19:48:33 2019","","plain"
"14","Fri, 20 Sep 2019 20:16:54 +0000","20190920.2016.001","PCO2","start","NaN","NaN","NaN"," 40.861970"," -70.883008","","aSimoneau1","late entry - pco2 started data collection at 1922 GMT","ar38","ar38-SE-20190920.2016.001","20190920.2016","2019/09/20 20:16:54","2019-09-20T20:16:54+0000","","","plain"
"15","Fri, 20 Sep 2019 20:37:47 +0000","20190920.2037.001","CTD911","recover","LTER","L3","002"," 40.854207"," -70.889912","","jChen","late-entry, probable bottles misfiring ","ar38","ar38-SE-20190920.2037.001","20190920.2037","2019/09/20 20:37:50","2019-09-20T20:37:50+0000"," & Fri Sep 20 20:38:48 2019","","plain"
"16","Fri, 20 Sep 2019 21:12:02 +0000","20190920.2111.001","Other","start","NaN","L3","B1"," 40.863242"," -70.883050","","tCrockford1","bucket sample","ar38","ar38-SE-20190920.2112.001","20190920.2112","2019/09/20 21:12:02","2019-09-20T21:12:02+0000","","","plain"
"17","Fri, 20 Sep 2019 22:30:16 +0000","20190920.2230.001","CTD911","deploy","NaN","L3","003"," 40.862757"," -70.882813","54","aGaul","2nd cast at this location; overwrote the first one","ar38","ar38-SE-20190920.2230.001","20190920.2208","2019/09/20 22:08:20","2019-09-20T22:08:20+0000"," & Sat Sep 21 04:24:10 2019 & Sat Sep 21 04:31:33 2019","","plain"
"18","Fri, 20 Sep 2019 22:33:22 +0000","20190920.2233.001","Bongo","deploy","NaN","L3","2"," 40.855796"," -70.888831","","jSuca","deployed oblique","ar38","ar38-SE-20190920.2233.001","20190920.2033","2019/09/20 20:33:05","2019-09-20T20:33:05+0000"," & Fri Sep 20 22:34:52 2019 & Sat Sep 21 06:08:56 2019","","plain"
"19","Fri, 20 Sep 2019 22:34:24 +0000","20190920.2234.001","Bongo","recover","NaN","L3","2"," 40.853790"," -70.890152","","jSuca","","ar38","ar38-SE-20190920.2234.001","20190920.2039","2019/09/20 20:39:05","2019-09-20T20:39:05+0000"," & Sat Sep 21 06:09:20 2019","","plain"
"20","Sat, 21 Sep 2019 00:52:59 +0000","20190921.0052.001","CTD911","deploy","NaN","LTER4","005"," 40.695680"," -70.884078","64","aGaul","","ar38","ar38-SE-20190921.0052.001","20190921.0052","2019/09/21 00:53:05","2019-09-21T00:53:05+0000"," & Sun Sep 22 13:56:35 2019","","plain"
"24","Sat, 21 Sep 2019 03:12:40 +0000","20190921.0312.001","CTD911","deploy","NaN","LTER5","007"," 40.514185"," -70.883307","75","aGaul","","ar38","ar38-SE-20190921.0312.001","20190921.0312","2019/09/21 03:12:35","2019-09-21T03:12:35+0000"," & Sat Sep 21 04:28:11 2019","","plain"
"26","Sat, 21 Sep 2019 04:25:11 +0000","20190921.0425.001","CTD911","deploy","","L6","008"," 40.362626"," -70.883906","","tCrockford1","","ar38","ar38-SE-20190921.0425.001","20190921.0425","2019/09/21 04:25:11","2019-09-21T04:25:11+0000","","","plain"
"27","Sat, 21 Sep 2019 04:29:08 +0000","20190921.0429.001","SUNA V2","sync time","NaN","NaN","NaN"," 40.362374"," -70.883848","","tCrockford1","1sec slow prior to C7","ar38","ar38-SE-20190921.0429.001","20190921.0429","2019/09/21 04:29:08","2019-09-21T04:29:08+0000","","","plain"
"28","Sat, 21 Sep 2019 06:02:30 +0000","20190921.0602.001","Bongo","deploy","NaN","L6","8"," 41.524019"," -70.672280","","pPoemnamthip","Net holded ~7min (wire stucked) when pulled back - wire out ~10m","ar38","ar38-SE-20190921.0602.001","20190920.0506","2019/09/20 05:06:05","2019-09-20T05:06:05+0000"," & Sat Sep 21 06:04:53 2019 & Sat Sep 21 08:07:48 2019 & Sat Sep 21 08:08:12 2019","","plain"
"29","Sat, 21 Sep 2019 06:03:59 +0000","20190921.0603.001","Bongo","recover","NaN","L6","8"," 40.352895"," -70.892638","","pPoemnamthip","Net holded ~7min (wire stucked) when pulled back - wire out ~10m","ar38","ar38-SE-20190921.0603.001","20190921.0525","2019/09/21 05:25:05","2019-09-21T05:25:05+0000"," & Sat Sep 21 06:05:21 2019 & Sat Sep 21 08:08:47 2019","","plain"
"30","Sat, 21 Sep 2019 06:33:55 +0000","20190921.0633.001","CTD911","deploy","NaN","L7","009"," 40.225132"," -70.881183","","mSantos","","ar38","ar38-SE-20190921.0633.001","20190921.0633","2019/09/21 06:33:55","2019-09-21T06:33:55+0000","","","plain"
"31","Sat, 21 Sep 2019 08:04:36 +0000","20190921.0804.001","Bongo","deploy","NaN","L7","9"," 40.222495"," -70.882609","","pPoemnamthip","Deployed from back deck - angle hard to measure","ar38","ar38-SE-20190921.0804.001","20190921.0710","2019/09/21 07:10:05","2019-09-21T07:10:05+0000"," & Sat Sep 21 08:06:58 2019","","plain"
"32","Sat, 21 Sep 2019 08:06:06 +0000","20190921.0806.001","Bongo","recover","NaN","L7","9"," 40.219599"," -70.890339","","pPoemnamthip","","ar38","ar38-SE-20190921.0806.001","20190921.0725","2019/09/21 07:25:05","2019-09-21T07:25:00+0000","","","plain"
"33","Sat, 21 Sep 2019 08:33:28 +0000","20190921.0833.001","CTD911","deploy","NaN","L9","010"," 40.097411"," -70.883602","","jChen","","ar38","ar38-SE-20190921.0833.001","20190921.0833","2019/09/21 08:33:28","2019-09-21T08:33:28+0000","","","plain"
"34","Sat, 21 Sep 2019 09:52:04 +0000","20190921.0952.001","Bongo","deploy","NaN","L9","10"," 40.095642"," -70.883984","","pPoemnamthip","","ar38","ar38-SE-20190921.0952.001","20190921.0909","2019/09/21 09:09:05","2019-09-21T09:09:00+0000","","","plain"
"35","Sat, 21 Sep 2019 09:53:30 +0000","20190921.0953.001","Bongo","recover","NaN","L9","10"," 40.094654"," -70.894699","","pPoemnamthip","","ar38","ar38-SE-20190921.0953.001","20190921.0927","2019/09/21 09:27:05","2019-09-21T09:27:00+0000","","","plain"
"36","Sat, 21 Sep 2019 12:56:42 +0000","20190921.1256.001","Other","end","NaN","NaN","NaN"," 39.948688"," -70.946443","","gGawarkiewicz1","Glider recovery for OOI","ar38","ar38-SE-20190921.1256.001","20190921.1256","2019/09/21 12:56:42","2019-09-21T12:56:42+0000","","","plain"
"37","Sat, 21 Sep 2019 13:00:08 +0000","20190921.1300.001","Bongo","deploy","LTER","L10","11"," 39.935906"," -70.885546","","rSun","","ar38","ar38-SE-20190921.1300.001","20190921.1132","2019/09/21 11:32:05","2019-09-21T11:32:00+0000","","","plain"
"38","Sat, 21 Sep 2019 13:01:15 +0000","20190921.1301.001","Bongo","recover","LTER","L10","11"," 39.934905"," -70.903754","","rSun","","ar38","ar38-SE-20190921.1301.001","20190921.1159","2019/09/21 11:59:05","2019-09-21T11:59:00+0000","","","plain"
"39","Sat, 21 Sep 2019 15:11:05 +0000","20190921.1511.001","CTD911","deploy","NaN","L11","012"," 39.770884"," -70.890490","1588","aGaul","","ar38","ar38-SE-20190921.1511.001","20190921.1511","2019/09/21 15:11:05","2019-09-21T15:11:05+0000"," & Sat Sep 21 16:02:59 2019 & Sat Sep 21 16:26:01 2019","","plain"
"40","Sat, 21 Sep 2019 16:10:30 +0000","20190921.1610.001","CTD911","deploy","NaN","L10","011"," 39.937800"," -70.885674","","jChen","Late entry, CTD time taken from instrument.","ar38","ar38-SE-20190921.1610.001","20190921.1046","2019/09/21 10:46:20","2019-09-21T10:46:20+0000"," & Sat Sep 21 16:11:15 2019 & Sat Sep 21 16:12:23 2019 & Sat Sep 21 16:13:40 2019 & Sat Sep 21 16:22:08 2019 & Sat Sep 21 16:26:47 2019","","plain"
"41","Sat, 21 Sep 2019 16:17:49 +0000","20190921.1617.001","Bongo","deploy","LTER","L11","12"," 39.770931"," -70.892319","","jSuca","","ar38","ar38-SE-20190921.1617.001","20190921.1518","2019/09/21 15:18:05","2019-09-21T15:18:00+0000","","","plain"
"42","Sat, 21 Sep 2019 16:18:45 +0000","20190921.1618.001","Bongo","recover","LTER","L11","12"," 39.773846"," -70.910509","","jSuca","","ar38","ar38-SE-20190921.1618.001","20190921.1543","2019/09/21 15:43:05","2019-09-21T15:43:00+0000","","","plain"
"43","Sat, 21 Sep 2019 16:19:57 +0000","20190921.1619.001","Midwater Trawl","deploy","LTER","L11","12"," 39.771937"," -70.915080","","jSuca","sending 1500 m wire out ","ar38","ar38-SE-20190921.1619.001","20190921.1607","2019/09/21 16:07:05","2019-09-21T16:07:00+0000","","","plain"
"44","Sat, 21 Sep 2019 17:28:17 +0000","20190921.1728.001","SUNA V2","sync time","NaN","NaN","NaN"," 39.777445"," -71.012867","","tCrockford1","slightly less than 1sec slow prior to C13","ar38","ar38-SE-20190921.1728.001","20190921.1728","2019/09/21 17:28:17","2019-09-21T17:28:17+0000","","","plain"
"45","Sat, 21 Sep 2019 19:19:52 +0000","20190921.1919.001","Midwater Trawl","recover","NaN","NaN","NaN"," 39.785893"," -71.094081","","jChen","","ar38","ar38-SE-20190921.1919.001","20190921.1838","2019/09/21 18:38:05","2019-09-21T18:38:00+0000","","","plain"
"46","Sun, 22 Sep 2019 02:05:29 +0000","20190922.0205.001","CTD911","deploy","NaN","14","014"," 40.701825"," -70.882205","64","aGaul","","ar38","ar38-SE-20190922.0205.001","20190922.0205","2019/09/22 02:05:29","2019-09-22T02:05:29+0000","","","plain"
"47","Sun, 22 Sep 2019 03:38:47 +0000","20190922.0338.001","CTD911","deploy","NaN","13 (B2)","013"," 40.610301"," -70.881388","66","jGong","Entered in late, was actually taken on 9/22/19 at 00:42:01 UTC","ar38","ar38-SE-20190922.0338.001","20190922.0042","2019/09/22 00:42:05","2019-09-22T00:42:05+0000"," & Sun Sep 22 03:52:30 2019","","plain"
"48","Sun, 22 Sep 2019 03:40:12 +0000","20190922.0340.001","CTD911","deploy","NaN","15 (B1)","015"," 40.781601"," -70.883029","54","jGong","Was entered in late, taken at 9/22/19 at 03:15:32 UTC","ar38","ar38-SE-20190922.0340.001","20190922.0315","2019/09/22 03:15:35","2019-09-22T03:15:35+0000"," & Sun Sep 22 03:53:09 2019","","plain"
"49","Sun, 22 Sep 2019 03:58:59 +0000","20190922.0358.001","Bongo","deploy","NaN","4","14"," 40.702398"," -70.881990","","lMa","","ar38","ar38-SE-20190922.0358.001","20190922.0212","2019/09/22 02:12:05","2019-09-22T02:12:05+0000"," & Sun Sep 22 04:01:00 2019","","plain"
"50","Sun, 22 Sep 2019 04:01:58 +0000","20190922.0401.001","Bongo","recover","NaN","4","14"," 40.704029"," -70.875390","","lMa","","ar38","ar38-SE-20190922.0401.001","20190922.0220","2019/09/22 02:20:05","2019-09-22T02:20:00+0000","","","plain"
"51","Sun, 22 Sep 2019 04:19:10 +0000","20190922.0419.001","CTD911","deploy","NaN","L3","016"," 40.864150"," -70.883380","","jChen","","ar38","ar38-SE-20190922.0419.001","20190922.0419","2019/09/22 04:19:05","2019-09-22T04:19:05+0000"," & Sun Sep 22 04:20:27 2019","","plain"
"52","Sun, 22 Sep 2019 05:20:00 +0000","20190922.0519.001","Bongo","deploy","NaN","3","16"," 40.864515"," -70.881447","","lMa","","ar38","ar38-SE-20190922.0519.001","20190922.0437","2019/09/22 04:37:05","2019-09-22T04:37:00+0000","","","plain"
"53","Sun, 22 Sep 2019 05:20:43 +0000","20190922.0520.001","Bongo","recover","NaN","3","16"," 40.867904"," -70.880566","","lMa","","ar38","ar38-SE-20190922.0520.001","20190922.0443","2019/09/22 04:43:05","2019-09-22T04:43:00+0000","","","plain"
"54","Sun, 22 Sep 2019 05:28:34 +0000","20190922.0528.001","CTD911","deploy","LTER","B3","017"," 40.947670"," -70.882925","","mSantos","","ar38","ar38-SE-20190922.0528.001","20190922.0528","2019/09/22 05:28:34","2019-09-22T05:28:34+0000","","","plain"
"55","Sun, 22 Sep 2019 07:05:40 +0000","20190922.0705.001","CTD911","deploy","NaN","W1","018"," 41.030135"," -70.999905","","mSantos","","ar38","ar38-SE-20190922.0705.001","20190922.0705","2019/09/22 07:05:40","2019-09-22T07:05:40+0000","","","plain"
"56","Sun, 22 Sep 2019 08:09:23 +0000","20190922.0809.001","CTD911","deploy","NaN","L2","019"," 41.030141"," -70.883197","","mSantos","","ar38","ar38-SE-20190922.0809.001","20190922.0809","2019/09/22 08:09:23","2019-09-22T08:09:23+0000","","","plain"
"57","Sun, 22 Sep 2019 08:50:58 +0000","20190922.0850.001","Bongo","deploy","NaN","L2","19"," 41.030446"," -70.883250","","pPoemnamthip","","ar38","ar38-SE-20190922.0850.001","20190922.0825","2019/09/22 08:25:05","2019-09-22T08:25:00+0000","","","plain"
"58","Sun, 22 Sep 2019 08:51:49 +0000","20190922.0851.001","Bongo","recover","NaN","L2","19"," 41.032635"," -70.880699","","pPoemnamthip","","ar38","ar38-SE-20190922.0851.001","20190922.0830","2019/09/22 08:30:05","2019-09-22T08:30:00+0000","","","plain"
"59","Sun, 22 Sep 2019 09:22:24 +0000","20190922.0922.001","CTD911","deploy","NaN","B4","020"," 41.114079"," -70.882813","","mSantos","","ar38","ar38-SE-20190922.0922.001","20190922.0922","2019/09/22 09:22:24","2019-09-22T09:22:24+0000","","","plain"
"60","Sun, 22 Sep 2019 13:40:06 +0000","20190922.1340.001","SUNA V2","sync time","NaN","NaN","NaN"," 41.433633"," -70.797578","","tCrockford1","end of cruise 1sec slow","ar38","ar38-SE-20190922.1340.001","20190922.1340","2019/09/22 13:40:06","2019-09-22T13:40:06+0000","","","plain"
"61","Sun, 22 Sep 2019 13:45:34 +0000","20190922.1345.001","CTD911","deploy","NaN","004","004"," 40.781031"," -70.883500","55","jGong","","ar38","ar38-SE-20190922.1345.001","20190920.2324","2019/09/20 23:24:35","2019-09-20T23:24:35+0000"," & Sun Sep 22 13:48:00 2019 & Sun Sep 22 14:16:52 2019","","plain"
"63","Sun, 22 Sep 2019 13:51:40 +0000","20190922.1351.001","UHDAS","stop","NaN","NaN","NaN"," 41.440115"," -70.778511","","aSimoneau1","stopped collecting data and ended cruise on currents1","ar38","ar38-SE-20190922.1351.001","20190922.1351","2019/09/22 13:51:40","2019-09-22T13:51:40+0000","","","plain"
"64","Sun, 22 Sep 2019 13:52:46 +0000","20190922.1352.001","CTD911","deploy","NaN","006","006"," 40.605693"," -70.884469","69","jGong","","ar38","ar38-SE-20190922.1352.001","20190921.0151","2019/09/21 01:51:35","2019-09-21T01:51:43+0000","","","plain"
"65","Sun, 22 Sep 2019 14:18:06 +0000","20190922.1418.001","PCO2","stop","NaN","NaN","NaN"," 41.462766"," -70.728986","","aSimoneau1","secured pco2 data collection with standards run at the end","ar38","ar38-SE-20190922.1418.001","20190922.1418","2019/09/22 14:18:06","2019-09-22T14:18:06+0000","","","plain"
"66","Sun, 22 Sep 2019 14:59:07 +0000","20190922.1459.001","Knudsen 3260","stop","NaN","NaN","NaN"," 41.509676"," -70.669421","","eShimada","","ar38","ar38-SE-20190922.1459.001","20190922.1459","2019/09/22 14:59:07","2019-09-22T14:59:07+0000","","","plain"
"67","Sun, 22 Sep 2019 15:02:29 +0000","20190922.1502.001","Underway Science Seawater Diaphragm Pump","stop","NaN","NaN","NaN"," 41.518775"," -70.672601","","eShimada","","ar38","ar38-SE-20190922.1502.001","20190922.1502","2019/09/22 15:02:29","2019-09-22T15:02:29+0000","","","plain"
"68","Sun, 22 Sep 2019 15:03:23 +0000","20190922.1503.001","Ship","endCruise","NaN","NaN","NaN"," 41.520880"," -70.673322","","eShimada","","ar38","ar38-SE-20190922.1503.001","20190922.1503","2019/09/22 15:03:23","2019-09-22T15:03:23+0000","","","plain"
