"","dateTime8601","Instrument","Action","Station","Cast","Latitude","Longitude","Comment","Cruise"
"2531","2023-01-15 21:35:49+00:00","microDPI Prototype 1","service","","",41.1826,-70.894,"clean with micro - tried swish but then move to soak for 30-60min","EN695"
"2532","2023-01-15 22:04:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1679,-70.893,"Bottle 236 L1","EN695"
"2533","2023-01-15 23:10:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1755,-70.8957,"Bottle 250 L1","EN695"
"2534","2023-01-15 23:13:50+00:00","microDPI Prototype 1","start","","",41.176,-70.8961,"","EN695"
"2535","2023-01-16 00:07:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1839,-70.8973,"Bottle 402 L1","EN695"
"2536","2023-01-16 10:20:25+00:00","Attune Flow Cytometer","stop","","",41.421,-71.401,"end of cruise","EN695"
"2537","2023-01-16 10:20:54+00:00","IFCB continuous","stop","","",41.421,-71.401,"end of cruise","EN695"
"2538","2023-01-16 10:21:21+00:00","microDPI Prototype 1","end","","",41.4211,-71.402,"end of cruise","EN695"
"2539","2023-01-16 11:35:40+00:00","Fluorometers on underway impeller","stop","","",41.4252,-71.4204,"","EN695"
"2540","2023-01-16 11:36:36+00:00","Thermosalinographs on underway impeller","stop","","",41.4254,-71.4202,"13Jan2023a.* files stopped. Stop flow-through impeller pump system Seasave data acquisition of SBE21 and Fluorometers and SPAR","EN695"
"2541","2023-01-16 11:40:01+00:00","Underway Science seawater impeller","stop","","",41.4263,-71.4197,"Impeller pump turned off. Hove-to at mouth of Narragansett Bay","EN695"
"2542","2023-01-16 12:25:08+00:00","UHDAS for both ADCPs","stop","","",41.4198,-71.4139,"","EN695"
"2543","2023-01-16 12:25:30+00:00","ADCP75","stop","","",41.4198,-71.4139,"","EN695"
"2544","2023-01-16 12:25:47+00:00","ADCP300","stop","","",41.4198,-71.4139,"","EN695"
"2545","2023-01-16 12:28:35+00:00","Thermosalinographs on underway impeller","other","","",41.4212,-71.4139,"16Jan2023Flush_EndOfCruise.* files. Back fresh-water flush the flow-through impeller pump system including SBE21 and Fluorometers and SBE45. Start Seasave data acquisition of SBE21 and Fluorometers and SPAR.","EN695"
"2546","2023-01-16 13:11:00+00:00","Underway Science seawater diaphragm pump","stop","","",41.4294,-71.4142,"Diaphragm pump turned off neat the mouth of Narragansett Bay.","EN695"
"2547","2023-01-16 14:06:25+00:00","Thermosalinographs on underway impeller","stop","","",41.5014,-71.4111,"Turn power off to the Fluorometers and cosine SPAR and SBE45. Water flow is already off.","EN695"
"2548","2023-01-16 14:41:00+00:00","BucketSample","start","NPTS2","",41.568,-71.3919,"sampling for incubation for long term plankton time series; SMD GiG experiment","EN695"
"2549","2023-01-16 16:06:45+00:00","Echosounder12","stop","","",41.5868,-71.4112,"Echosounder 12KHz transmission turned off near Senesco dock","EN695"
"2550","2023-01-16 16:07:20+00:00","Ship","endCruise","","",41.5868,-71.4112,"Lines over to Senesco dock","EN695"
"2551","2023-01-16 16:08:27+00:00","MeteorologicalSensor","other","","",41.5868,-71.4113,"met sensors remain running and logging as usual","EN695"
"2552","2023-01-16 16:30:42+00:00","Ship","other","","",41.5868,-71.4113,"Gangway installed from Senesco dock","EN695"
"2553","2023-08-03 19:36:31+00:00","MeteorologicalSensor","other","","",41.4924,-71.4186,"met sensors operating and logging as usual. SCS computer restarted and logging reset.","EN706"
"2554","2023-08-06 14:01:00+00:00","SUNAV2","onCTD","","",41.4924,-71.4186,"","EN706"
"2555","2023-08-06 16:01:00+00:00","SUNAV2","sync time","","",41.4924,-71.4186,"clock 0sec off but sync anyways","EN706"
"2556","2023-08-07 13:00:03+00:00","Other","other","","",41.4925,-71.4186,"test of GPS top of the hour glitch. Lat/Lon displays properly when the time is more than or equal to 3 seconds plus or minus top of the hour. This entry is on 8/12 and back dated to 8/7 when the system was using NStar GPS UDP 16001.","EN706"
"2557","2023-08-07 13:28:24+00:00","Ship","startCruise","","",41.4924,-71.4186,"Lines Removed from Dock at URI","EN706"
"2558","2023-08-07 13:33:00+00:00","Simrad EK-80","start","","",41.4924,-71.4185,"","EN706"
"2559","2023-08-07 13:48:45+00:00","Echosounder12","start","","",41.4677,-71.4096,"12 KHz started.","EN706"
"2560","2023-08-07 14:10:38+00:00","UHDAS for both ADCPs","start","","",41.4087,-71.4174,"UHDAS controls both OS75 and WH300 KHz ADCPs. ast of Pt Judith Neck. Mouth of Narragansett Bay.","EN706"
"2561","2023-08-07 14:12:42+00:00","Underway Science seawater impeller","service","","",41.4034,-71.4183,"fresh water back flush before sci sw pump was turned on at start of cruise","EN706"
"2562","2023-08-07 14:19:00+00:00","Fluorometers on underway impeller","start","","",41.3875,-71.4207,"back flush sci sw system with fresh water before starting impeller pump. SBE45 and SBE21 with fluorometers. ","EN706"
"2563","2023-08-07 14:19:21+00:00","Thermosalinographs on underway impeller","start","","",41.3848,-71.421,"back flush sci sw system with fresh water before starting impeller pump. SBE45 and SBE21 with fluorometers.","EN706"
"2564","2023-08-07 14:28:49+00:00","Underway Science seawater impeller","start","","",41.3696,-71.401,"Started sci sw impeller pump. SBE45 and SBE21 with fluorometers.","EN706"
"2565","2023-08-07 14:34:54+00:00","Thermosalinographs on underway impeller","start","","",41.3624,-71.3807,"SBE21 started. Ignore values in SCS before this time when flushing was occuring.","EN706"
"2566","2023-08-07 14:52:21+00:00","Underway Science seawater diaphragm pump","start","","",41.3401,-71.3202,"Diaphragm pump started. Flushing for a while before sampling.","EN706"
"2567","2023-08-07 15:50:00+00:00","IFCB continuous","start","","",41.2768,-71.1251,"IFCB109 approx time start sampling","EN706"
"2568","2023-08-07 15:52:00+00:00","Attune Flow Cytometer","start","","",41.2748,-71.118,"","EN706"
"2569","2023-08-07 15:56:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2708,-71.1041,"","EN706"
"2570","2023-08-07 15:58:00+00:00","Simrad EK-80","stop","","",41.2687,-71.0971,"","EN706"
"2571","2023-08-07 15:59:00+00:00","Simrad EK-80","passive mode","","",41.2677,-71.0936,"","EN706"
"2572","2023-08-07 16:06:00+00:00","EIMS","start","","",41.2603,-71.0696,"","EN706"
"2573","2023-08-07 16:06:00+00:00","Simrad EK-80","stop","","",41.2603,-71.0696,"","EN706"
"2574","2023-08-07 16:09:00+00:00","Simrad EK-80","start","","",41.257,-71.0595,"","EN706"
"2575","2023-08-07 16:26:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2374,-71.0035,"","EN706"
"2576","2023-08-07 16:27:24+00:00","Simrad EK-80","stop","","",41.2352,-70.9971,"","EN706"
"2577","2023-08-07 16:29:32+00:00","Simrad EK-80","passive mode","","",41.233,-70.9907,"","EN706"
"2578","2023-08-07 16:43:21+00:00","Simrad EK-80","stop","","",41.2166,-70.9467,"","EN706"
"2579","2023-08-07 16:56:32+00:00","Simrad EK-80","passive mode","","",41.2033,-70.9035,"","EN706"
"2580","2023-08-07 17:09:44+00:00","Simrad EK-80","stop","","",41.1922,-70.8807,"","EN706"
"2581","2023-08-07 17:11:22+00:00","Simrad EK-80","start","","",41.191,-70.8828,"","EN706"
"2582","2023-08-07 17:25:52+00:00","CTD911","deploy","","1",41.1972,-70.8812,"","EN706"
"2583","2023-08-07 18:05:23+00:00","Incubation C13","start","L1","001",41.1976,-70.8686,"","EN706"
"2584","2023-08-07 18:07:32+00:00","Bongo Net","deploy","L1","B01",41.1975,-70.8675,"1st bongo deployment","EN706"
"2585","2023-08-07 18:13:05+00:00","Bongo Net","recover","L1","B01",41.1973,-70.8643,"","EN706"
"2586","2023-08-07 18:33:09+00:00","Incubation Grazing","start","L1","01",41.1801,-70.8846,"","EN706"
"2587","2023-08-07 18:39:34+00:00","Simrad EK-80","stop","","",41.1665,-70.8831,"","EN706"
"2588","2023-08-07 18:43:10+00:00","Simrad EK-80","passive mode","","",41.1566,-70.8844,"","EN706"
"2589","2023-08-07 18:52:29+00:00","Sting Ray","deploy towed","L1.5","Tow001",41.1459,-70.8848,"","EN706"
"2590","2023-08-07 19:22:47+00:00","Simrad EK-80","stop","","",41.1169,-70.8826,"","EN706"
"2591","2023-08-07 19:26:31+00:00","Incubation Mixotrophy","start","L1","01",41.1115,-70.8826,"","EN706"
"2592","2023-08-07 19:31:40+00:00","Simrad EK-80","start","","",41.1047,-70.8823,"","EN706"
"2593","2023-08-07 19:33:00+00:00","Underway Science seawater impeller","chl discrete","","",41.1034,-70.8822,"","EN706"
"2594","2023-08-07 19:47:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0855,-70.8811,"L1.5 bottle681","EN706"
"2595","2023-08-07 20:06:44+00:00","Simrad EK-80","stop","","",41.0601,-70.8807,"","EN706"
"2596","2023-08-07 20:08:06+00:00","Simrad EK-80","passive mode","","",41.0576,-70.8807,"","EN706"
"2597","2023-08-07 20:10:15+00:00","Simrad EK-80","stop","","",41.0551,-70.8808,"","EN706"
"2598","2023-08-07 20:11:17+00:00","Simrad EK-80","start","","",41.0538,-70.8809,"","EN706"
"2599","2023-08-07 20:28:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0329,-70.8823,"L2 bottle299","EN706"
"2600","2023-08-07 21:34:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.9486,-70.8829,"L2.5 bottle650","EN706"
"2601","2023-08-07 22:00:10+00:00","Incubation Bacteria","start","L1","01",40.9139,-70.882,"","EN706"
"2602","2023-08-07 22:36:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.8669,-70.8816,"L3 bottle775 possible breach","EN706"
"2603","2023-08-08 00:46:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6976,-70.886,"L4 bottle 660","EN706"
"2604","2023-08-08 02:52:00+00:00","Underway Science seawater impeller","chl discrete","","",40.543,-70.884,"","EN706"
"2605","2023-08-08 03:27:09+00:00","Sting Ray","recover","L5","Tow001",40.5204,-70.8959,"","EN706"
"2606","2023-08-08 03:31:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.5287,-70.8921,"L5 bottle523","EN706"
"2607","2023-08-08 04:20:00+00:00","Underway Science seawater impeller","chl discrete","","",40.6746,-70.8849,"","EN706"
"2608","2023-08-08 05:23:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.8598,-70.8811,"L3 bottle766","EN706"
"2609","2023-08-08 06:29:46+00:00","CTD911","deploy","","2",41.031,-70.8799,"","EN706"
"2610","2023-08-08 06:40:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0316,-70.877,"L2 dup bottle714","EN706"
"2611","2023-08-08 06:43:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0313,-70.876,"L2 dup bottle265","EN706"
"2612","2023-08-08 07:06:30+00:00","Bongo Net","deploy","L2","B02",41.0281,-70.8737,"2nd Bongo for the cruise. SBE19 ~1m above Bongo. small ring net ~2m above Bongo.","EN706"
"2613","2023-08-08 07:15:00+00:00","Bongo Net","recover","L2","B02",41.0246,-70.8733,"","EN706"
"2614","2023-08-08 07:15:38+00:00","Incubation C13","start","L2","002",41.0241,-70.8733,"","EN706"
"2615","2023-08-08 08:00:05+00:00","Incubation Mixotrophy","start","L2","002",40.9763,-70.8825,"","EN706"
"2616","2023-08-08 08:30:00+00:00","Incubation Bacteria","start","L2","002",40.9189,-70.8835,"","EN706"
"2617","2023-08-08 08:31:38+00:00","Echosounder12","stop","","",40.9137,-70.8834,"12KHz turned itself off","EN706"
"2618","2023-08-08 08:44:35+00:00","Incubation Grazing","start","L2","002",40.88,-70.8832,"","EN706"
"2619","2023-08-08 08:56:40+00:00","Echosounder12","start","","",40.8487,-70.8834,"turned 12KHz back on","EN706"
"2620","2023-08-08 10:00:20+00:00","Simrad EK-80","stop","","",40.6961,-70.86,"","EN706"
"2621","2023-08-08 10:00:39+00:00","Other","end","","",40.6961,-70.86,"Transiting between L4 and u4a. Turn off 440KHz Furuno Speed Log to check if EN80 data gets less noisy.","EN706"
"2622","2023-08-08 10:01:01+00:00","Simrad EK-80","passive mode","","",40.6963,-70.8562,"","EN706"
"2623","2023-08-08 10:06:39+00:00","Simrad EK-80","stop","","",40.6969,-70.8371,"","EN706"
"2624","2023-08-08 10:07:34+00:00","Simrad EK-80","start","","",40.697,-70.8333,"","EN706"
"2625","2023-08-08 10:12:32+00:00","Other","start","","",40.6971,-70.8141,"Transiting between L4 and u4a. Turn on 440KHz Furuno Speed Log. Having the Speed Log off did not make a noticeable difference to the EK80 data as per Megan.","EN706"
"2626","2023-08-08 10:53:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6969,-70.6618,"U4b bottle141","EN706"
"2627","2023-08-08 11:15:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6967,-70.7136,"U4b 1/2 a bottle324","EN706"
"2628","2023-08-08 11:44:15+00:00","CTD911","deploy","","3",40.6968,-70.7702,"","EN706"
"2629","2023-08-08 12:31:22+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.698,-70.8456,"U4a 1/2 bottle 102","EN706"
"2630","2023-08-08 12:35:31+00:00","Echosounder12","start","","",40.6985,-70.8601,"12KHz was not showing depth from ~1210-1235z. Transiting ~10 kts. Increased Tx Blanking and values are now good.","EN706"
"2631","2023-08-08 12:41:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.699,-70.8783,"L4 bottle518","EN706"
"2632","2023-08-08 12:56:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6998,-70.9332,"D4 1/2 bottle 178","EN706"
"2633","2023-08-08 13:08:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6977,-70.9772,"D4a bottle512","EN706"
"2634","2023-08-08 13:26:43+00:00","CTD911","deploy","","4",40.6923,-70.9935,"","EN706"
"2635","2023-08-08 14:20:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.696,-71.0909,"d4b bottle783","EN706"
"2636","2023-08-08 14:47:43+00:00","Simrad EK-80","stop","","",40.6967,-71.0242,"","EN706"
"2637","2023-08-08 14:51:43+00:00","Simrad EK-80","start","","",40.6967,-71.0101,"","EN706"
"2638","2023-08-08 15:38:02+00:00","CTD911","deploy","","5",40.6943,-70.8808,"","EN706"
"2639","2023-08-08 15:55:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6924,-70.8793,"L4 dup bottle670","EN706"
"2640","2023-08-08 15:58:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.692,-70.8791,"L4 dup bottle240","EN706"
"2641","2023-08-08 16:19:50+00:00","Bongo Net","deploy","L4","B05",40.6858,-70.879,"3rd bongo","EN706"
"2642","2023-08-08 16:34:41+00:00","Bongo Net","recover","L4","B05",40.6809,-70.8838,"","EN706"
"2643","2023-08-08 16:40:27+00:00","Incubation C13","start","L4","005",40.6787,-70.8858,"","EN706"
"2644","2023-08-08 17:16:32+00:00","Incubation Grazing","start","L4","05",40.6546,-70.8925,"","EN706"
"2645","2023-08-08 17:39:10+00:00","Incubation Mixotrophy","start","L4","05",40.6031,-70.8829,"","EN706"
"2646","2023-08-08 17:52:42+00:00","Incubation C13","stop","L1","001",40.5738,-70.8759,"","EN706"
"2647","2023-08-08 18:44:55+00:00","Incubation Grazing","stop","L1","001",40.4975,-70.8842,"","EN706"
"2648","2023-08-08 18:55:05+00:00","Isaacs-Kidd Midwater Trawl","startSample","L5","1",40.4899,-70.8845,"with PX on the trawl and hydrophone towed from port quarter","EN706"
"2649","2023-08-08 19:41:00+00:00","Underway Science seawater diaphragm pump","IFCB discrete","","UW1",40.4581,-70.8814,"run on both IFCB115 and 188","EN706"
"2650","2023-08-08 19:45:07+00:00","Isaacs-Kidd Midwater Trawl","stopSample","L5","1",40.4559,-70.8823,"","EN706"
"2651","2023-08-08 19:57:00+00:00","Underway Science seawater impeller","chl discrete","","",40.4521,-70.8872,"","EN706"
"2652","2023-08-08 20:37:49+00:00","CTD911","deploy","","6",40.5127,-70.8813,"","EN706"
"2653","2023-08-08 21:21:10+00:00","Bongo Net","deploy","L5","B06",40.502,-70.8836,"4th bongo. had to re-deploy to write down flowmeter values","EN706"
"2654","2023-08-08 21:35:10+00:00","Bongo Net","recover","L5","B06",40.4964,-70.8856,"","EN706"
"2655","2023-08-08 22:08:23+00:00","Sting Ray","deploy towed","L5","Tow002",40.515,-70.8795,"","EN706"
"2656","2023-08-08 22:12:00+00:00","Underway Science seawater impeller","chl discrete","","",40.5139,-70.8805,"","EN706"
"2657","2023-08-08 23:17:43+00:00","Underway Science seawater diaphragm pump","other","","",40.4451,-70.8824,"Increased pump speed to about 19.5 (+1)","EN706"
"2658","2023-08-09 00:29:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.3559,-70.8778,"L6 bottle789","EN706"
"2659","2023-08-09 00:30:00+00:00","Sting Ray","recover","L6","Tow002",40.3547,-70.8777,"","EN706"
"2660","2023-08-09 01:28:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.2519,-70.8825,"L7 bottle186","EN706"
"2661","2023-08-09 02:18:42+00:00","Simrad EK-80","stop","","",40.1283,-70.8842,"laptop restarted on its own and shut off EK80","EN706"
"2662","2023-08-09 03:24:58+00:00","Simrad EK-80","start","","",39.975,-70.8836,"","EN706"
"2663","2023-08-09 06:55:00+00:00","Incubation C13","stop","L2","002",39.9318,-70.966,"","EN706"
"2664","2023-08-09 08:52:52+00:00","Incubation Grazing","stop","L2","002",39.9404,-71.0176,"","EN706"
"2665","2023-08-09 12:23:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.9365,-70.8876,"L10 bottle 329","EN706"
"2666","2023-08-09 12:54:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.8971,-70.8855,"L10.5, Bottle #6","EN706"
"2667","2023-08-09 12:58:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.8869,-70.8857,"L10.5, Bottle#7","EN706"
"2668","2023-08-09 13:01:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.8794,-70.8856,"L10.5, Bottle #2","EN706"
"2669","2023-08-09 14:42:00+00:00","CTD911","deploy","","7",39.7813,-70.7741,"","EN706"
"2670","2023-08-09 15:22:35+00:00","Incubation C13","stop","L4","005",39.783,-70.7795,"","EN706"
"2671","2023-08-09 15:30:00+00:00","Underway Science seawater impeller","chl discrete","","",39.7845,-70.78,"","EN706"
"2672","2023-08-09 15:49:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7729,-70.8062,"U11a 1/2","EN706"
"2673","2023-08-09 16:18:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7741,-70.8856,"L11 bottle664","EN706"
"2674","2023-08-09 16:43:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7739,-70.9548,"D11a 1/2 bottle669","EN706"
"2675","2023-08-09 17:01:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7728,-70.9922,"D11a bottle462","EN706"
"2676","2023-08-09 17:05:31+00:00","Incubation Grazing","stop","L4","005",39.7741,-70.9936,"","EN706"
"2677","2023-08-09 17:10:54+00:00","CTD911","deploy","","8",39.7753,-70.9949,"","EN706"
"2678","2023-08-09 17:24:43+00:00","Simrad EK-80","stop","","",39.774,-70.9995,"","EN706"
"2679","2023-08-09 17:27:19+00:00","Simrad EK-80","start","","",39.7738,-71.0005,"","EN706"
"2680","2023-08-09 18:24:00+00:00","Underway Science seawater impeller","chl discrete","","",39.7733,-70.9178,"","EN706"
"2681","2023-08-09 18:53:18+00:00","Bongo Net","deploy","L11","B09",39.7763,-70.8818,"5th bongo","EN706"
"2682","2023-08-09 19:23:35+00:00","Bongo Net","recover","L11","B09",39.7763,-70.897,"","EN706"
"2683","2023-08-09 19:42:28+00:00","CTD911","deploy","","9",39.7746,-70.882,"","EN706"
"2684","2023-08-09 20:20:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7707,-70.8898,"L11 suf dup ","EN706"
"2685","2023-08-09 20:25:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7705,-70.8906,"L11 suf dup","EN706"
"2686","2023-08-09 20:44:00+00:00","Isaacs-Kidd Midwater Trawl","startSample","L11","2",39.7724,-70.8958,"with PX on the trawl and hydrophone towed from port quarter ","EN706"
"2687","2023-08-09 20:55:25+00:00","Incubation C13","start","L11","009",39.7754,-70.9044,"","EN706"
"2688","2023-08-09 21:39:56+00:00","Incubation Grazing","start","L11","009",39.791,-70.9449,"","EN706"
"2689","2023-08-09 21:58:05+00:00","Isaacs-Kidd Midwater Trawl","stopSample","L11","2",39.7971,-70.9615,"","EN706"
"2690","2023-08-09 22:01:01+00:00","Incubation Mixotrophy","start","L11","09",39.7979,-70.9636,"","EN706"
"2691","2023-08-09 23:08:38+00:00","MK21 XBT launcher","start","L10.5","",39.8503,-70.8823,"","EN706"
"2692","2023-08-09 23:59:19+00:00","CTD911","deploy","","10",39.939,-70.882,"","EN706"
"2693","2023-08-10 00:55:00+00:00","Bongo Net","deploy","L10","B10",39.9265,-70.8941,"6th bongo","EN706"
"2694","2023-08-10 01:31:00+00:00","Bongo Net","recover","L10","B10",39.9126,-70.9052,"","EN706"
"2695","2023-08-10 02:31:16+00:00","MK21 XBT launcher","start","","",40.0172,-70.8837,"Bad data. Will redo this XBT on the transit south.","EN706"
"2696","2023-08-10 04:38:24+00:00","CTD911","deploy","","11",40.0419,-70.7758,"","EN706"
"2697","2023-08-10 05:26:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0457,-70.829,"U9a 1/2 bottle346","EN706"
"2698","2023-08-10 05:42:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0461,-70.8796,"L9 bottle151","EN706"
"2699","2023-08-10 05:58:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0464,-70.9301,"L9 1/2 bottle641","EN706"
"2700","2023-08-10 06:25:42+00:00","CTD911","deploy","","12",40.0459,-70.9936,"","EN706"
"2701","2023-08-10 06:27:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0458,-70.9935,"D9a bottle721","EN706"
"2702","2023-08-10 07:13:59+00:00","Simrad EK-80","stop","","",40.0461,-70.9388,"","EN706"
"2703","2023-08-10 07:18:38+00:00","Simrad EK-80","start","","",40.0461,-70.921,"","EN706"
"2704","2023-08-10 07:38:24+00:00","CTD911","deploy","","13",40.0481,-70.8827,"","EN706"
"2705","2023-08-10 08:24:56+00:00","Bongo Net","deploy","L9","B13",40.0442,-70.8897,"7th Bongo","EN706"
"2706","2023-08-10 08:49:58+00:00","Bongo Net","recover","L9","B13",40.0392,-70.8995,"","EN706"
"2707","2023-08-10 10:08:00+00:00","Underway Science seawater impeller","chl discrete","","",39.9063,-70.8849,"","EN706"
"2708","2023-08-10 11:08:25+00:00","Sting Ray","deploy towed","L11","Tow003",39.7728,-70.885,"","EN706"
"2709","2023-08-10 11:50:41+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.788,-70.8878,"L9, bottle #4","EN706"
"2710","2023-08-10 11:51:20+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.7884,-70.8878,"","EN706"
"2711","2023-08-10 14:21:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.9492,-70.8838,"L10 bottle571","EN706"
"2712","2023-08-10 14:52:09+00:00","Simrad EK-80","stop","","",39.994,-70.8819,"","EN706"
"2713","2023-08-10 14:56:05+00:00","Simrad EK-80","start","","",39.9999,-70.8815,"","EN706"
"2714","2023-08-10 15:20:00+00:00","MK21 XBT launcher","other","","",40.0325,-70.8783,"both hand-held launchers had issues during the cruise. The first one was damaged during rough weather and seas. The second had intermittent conducting wires which were then respliced and functioned.","EN706"
"2715","2023-08-10 15:23:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0368,-70.8776,"L9 bottle235","EN706"
"2716","2023-08-10 15:25:52+00:00","MK21 XBT launcher","start","L9","",40.0411,-70.8773,"","EN706"
"2717","2023-08-10 15:27:26+00:00","MK21 XBT launcher","stop","L9","",40.0439,-70.8772,"","EN706"
"2718","2023-08-10 15:38:17+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.0588,-70.8789,"L9 bottle #32","EN706"
"2719","2023-08-10 16:00:22+00:00","SUNAV2","sync time","","",40.0893,-70.8823,"1sec ahead between C13 and C14","EN706"
"2720","2023-08-10 16:06:10+00:00","MK21 XBT launcher","start","L8.5","",40.098,-70.8817,"","EN706"
"2721","2023-08-10 16:08:32+00:00","MK21 XBT launcher","stop","L8.5","",40.1007,-70.8816,"","EN706"
"2722","2023-08-10 16:44:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.148,-70.882,"L8 bottle756","EN706"
"2723","2023-08-10 16:56:12+00:00","Simrad EK-80","stop","","",40.1659,-70.8821,"","EN706"
"2724","2023-08-10 17:22:05+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.2026,-70.8821,"","EN706"
"2725","2023-08-10 17:25:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.2053,-70.8821,"","EN706"
"2726","2023-08-10 17:29:32+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.2125,-70.8819,"","EN706"
"2727","2023-08-10 17:33:19+00:00","Simrad EK-80","start","","",40.2182,-70.8819,"","EN706"
"2728","2023-08-10 18:01:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.2565,-70.8829,"L7 bottle286","EN706"
"2729","2023-08-10 18:57:45+00:00","Incubation C13","stop","L11","009",40.3381,-70.8827,"","EN706"
"2730","2023-08-10 19:25:25+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.373,-70.8667,"L6 bottle646","EN706"
"2731","2023-08-10 19:30:00+00:00","Sting Ray","recover","L6","Tow003",40.3757,-70.866,"","EN706"
"2732","2023-08-10 20:06:00+00:00","Underway Science seawater impeller","chl discrete","","",40.3098,-70.8835,"","EN706"
"2733","2023-08-10 20:18:19+00:00","MK21 XBT launcher","start","","",40.277,-70.8834,"","EN706"
"2734","2023-08-10 20:33:15+00:00","Isaacs-Kidd Midwater Trawl","startSample","L7","3",40.261,-70.8821,"with PX on the trawl and hydrophone towed from port quarter  ","EN706"
"2735","2023-08-10 21:12:57+00:00","Isaacs-Kidd Midwater Trawl","stopSample","L7","3",40.234,-70.8925,"","EN706"
"2736","2023-08-10 21:29:12+00:00","Incubation Grazing","stop","L11","009",40.246,-70.8882,"","EN706"
"2737","2023-08-10 21:44:38+00:00","CTD911","deploy","","14",40.2575,-70.8811,"","EN706"
"2738","2023-08-10 22:32:54+00:00","Bongo Net","deploy","L7","B14",40.2561,-70.881,"8th bongo","EN706"
"2739","2023-08-10 22:45:13+00:00","Bongo Net","recover","L7","B14",40.2527,-70.8766,"","EN706"
"2740","2023-08-10 23:19:26+00:00","MK21 XBT launcher","start","","",40.2139,-70.8834,"","EN706"
"2741","2023-08-10 23:35:48+00:00","MK21 XBT launcher","start","","",40.1705,-70.8839,"tried but cancelled due to computer not responding","EN706"
"2742","2023-08-10 23:55:46+00:00","CTD911","deploy","","15",40.1537,-70.8804,"","EN706"
"2743","2023-08-11 00:12:14+00:00","Incubation C13","start","L8","015",40.1473,-70.8776,"","EN706"
"2744","2023-08-11 00:43:04+00:00","Bongo Net","deploy","L8","B15",40.1347,-70.8703,"9th bongo","EN706"
"2745","2023-08-11 00:45:00+00:00","Underway Science seawater impeller","chl discrete","","",40.1345,-70.87,"","EN706"
"2746","2023-08-11 01:08:31+00:00","Bongo Net","recover","L8","B15",40.1223,-70.8605,"","EN706"
"2747","2023-08-11 01:43:45+00:00","Incubation Grazing","start","L8","015",40.1709,-70.8844,"","EN706"
